date,group_id,event_id,total_pairs,requirement
2025-11-22,11,1,3,"доска, компьютеры"
2025-11-22,12,34,3,"доска, компьютеры"
2025-11-24,4,30,2,доска
2025-11-24,3,12,3,доска
2025-11-24,8,9,2,"доска, проектор"
2025-11-24,5,24,3,"доска, компьютеры"
2025-11-24,9,34,3,доска
2025-11-24,11,22,3,"доска, проектор"
2025-11-25,4,18,3,"доска, проектор"
2025-11-25,3,35,2,доска
2025-11-25,1,12,4,доска
2025-11-25,2,30,2,доска
2025-11-25,8,24,2,доска
2025-11-25,5,29,3,доска
2025-11-25,7,26,3,"доска, проектор"
2025-11-25,6,25,3,доска
2025-11-25,11,28,3,"доска, компьютеры"
2025-11-25,10,15,2,"доска, компьютеры"
2025-11-25,9,33,2,"доска, проектор"
2025-11-25,12,3,1,доска
2025-11-26,2,31,3,доска
2025-11-26,1,16,3,"доска, компьютеры"
2025-11-26,4,10,3,доска
2025-11-26,7,29,2,доска
2025-11-26,8,5,4,"доска, компьютеры"
2025-11-26,6,9,3,доска
2025-11-26,12,27,2,"доска, компьютеры"
2025-11-26,11,8,3,доска
2025-11-26,9,22,4,"доска, компьютеры"
2025-11-27,4,31,2,доска
2025-11-27,1,12,4,доска
2025-11-27,8,5,3,доска
2025-11-27,6,7,4,доска
2025-11-27,11,8,3,"доска, компьютеры"
2025-11-27,10,32,3,"доска, компьютеры"
2025-11-28,1,30,2,доска
2025-11-28,4,10,3,доска
2025-11-28,8,24,3,"доска, проектор"
2025-11-28,5,14,3,"доска, компьютеры"
2025-11-28,12,23,1,"доска, проектор"
2025-11-28,10,28,2,"доска, компьютеры"
2025-11-29,1,11,3,доска
2025-11-29,3,10,1,доска
2025-11-29,4,21,2,доска
2025-11-29,5,20,2,"доска, компьютеры"
2025-11-29,7,7,4,"доска, компьютеры"
2025-11-29,6,24,4,доска
2025-11-29,11,34,2,доска
2025-11-29,10,27,3,доска
2025-11-29,12,3,3,"доска, проектор"
2025-12-01,1,16,3,"доска, компьютеры"
2025-12-01,3,10,3,доска
2025-12-01,4,21,3,доска
2025-12-01,5,4,2,доска
2025-12-01,8,6,3,"доска, компьютеры"
2025-12-01,6,5,3,доска
2025-12-01,9,8,2,"доска, проектор"
2025-12-01,11,22,4,доска
2025-12-01,10,2,3,доска
2025-12-02,4,10,4,доска
2025-12-02,1,18,2,"доска, компьютеры"
2025-12-02,2,11,2,доска
2025-12-02,3,19,3,доска
2025-12-02,8,29,1,"доска, компьютеры"
2025-12-02,5,14,2,"доска, компьютеры"
2025-12-02,7,13,3,"доска, проектор"
2025-12-02,6,4,2,"доска, проектор"
2025-12-02,11,34,4,"доска, компьютеры"
2025-12-02,10,32,4,"доска, компьютеры"
2025-12-02,9,28,1,"доска, компьютеры"
2025-12-02,12,1,3,"доска, компьютеры"
2025-12-03,3,21,2,"доска, компьютеры"
2025-12-03,4,30,2,доска
2025-12-03,7,20,4,"доска, компьютеры"
2025-12-03,6,4,3,доска
2025-12-03,11,32,1,доска
2025-12-03,9,34,1,"доска, проектор"
2025-12-04,2,18,2,доска
2025-12-04,3,30,3,доска
2025-12-04,1,16,4,доска
2025-12-04,6,14,4,"доска, проектор"
2025-12-04,5,20,2,доска
2025-12-04,8,4,2,доска
2025-12-04,10,3,3,доска
2025-12-04,12,34,3,"доска, компьютеры"
2025-12-04,11,8,2,доска
2025-12-05,2,16,3,доска
2025-12-05,3,35,3,доска
2025-12-05,4,10,3,доска
2025-12-05,1,36,3,доска
2025-12-05,5,5,2,"доска, компьютеры"
2025-12-05,8,6,1,"доска, компьютеры"
2025-12-05,7,26,4,доска
2025-12-05,6,13,3,доска
2025-12-05,10,15,3,доска
2025-12-05,9,27,4,"доска, проектор"
2025-12-05,11,8,3,"доска, компьютеры"
2025-12-05,12,1,1,доска
2025-12-06,4,36,4,доска
2025-12-06,2,30,2,доска
2025-12-06,8,9,3,"доска, компьютеры"
2025-12-06,5,4,4,"доска, проектор"
2025-12-06,10,32,4,доска
2025-12-06,12,1,4,"доска, проектор"
2025-12-08,2,35,3,доска
2025-12-08,4,21,1,"доска, компьютеры"
2025-12-08,1,36,4,"доска, проектор"
2025-12-08,6,13,1,доска
2025-12-08,5,4,3,доска
2025-12-08,7,25,3,доска
2025-12-08,9,15,3,"доска, компьютеры"
2025-12-08,12,8,3,доска
2025-12-08,11,1,2,"доска, компьютеры"
2025-12-09,3,35,2,доска
2025-12-09,2,21,3,"доска, компьютеры"
2025-12-09,1,30,4,доска
2025-12-09,7,25,3,"доска, проектор"
2025-12-09,6,24,4,доска
2025-12-09,5,9,4,"доска, компьютеры"
2025-12-09,9,1,2,"доска, компьютеры"
2025-12-09,10,22,4,"доска, компьютеры"
2025-12-09,11,8,3,доска
2025-12-10,3,30,2,доска
2025-12-10,1,16,1,"доска, компьютеры"
2025-12-10,2,36,1,"доска, проектор"
2025-12-10,7,20,1,доска
2025-12-10,8,14,3,доска
2025-12-10,6,24,2,"доска, компьютеры"
2025-12-10,12,28,2,"доска, компьютеры"
2025-12-10,10,2,3,доска
2025-12-10,9,34,3,доска
2025-12-11,4,19,4,доска
2025-12-11,2,10,2,доска
2025-12-11,5,26,3,доска
2025-12-11,6,20,3,"доска, проектор"
2025-12-11,11,27,4,доска
2025-12-11,9,15,4,доска
2025-12-12,4,19,2,доска
2025-12-12,3,36,2,доска
2025-12-12,8,5,2,"доска, проектор"
2025-12-12,7,20,4,доска
2025-12-12,11,2,3,"доска, проектор"
2025-12-12,9,15,2,"доска, проектор"
2025-12-13,3,35,2,доска
2025-12-13,2,12,4,доска
2025-12-13,4,30,4,доска
2025-12-13,6,26,3,"доска, компьютеры"
2025-12-13,7,29,1,"доска, проектор"
2025-12-13,5,20,2,доска
2025-12-13,12,22,2,"доска, компьютеры"
2025-12-13,11,15,3,"доска, компьютеры"
2025-12-13,9,27,2,"доска, компьютеры"
2025-12-15,2,36,2,"доска, компьютеры"
2025-12-15,3,31,4,доска
2025-12-15,1,11,3,доска
2025-12-15,4,16,3,доска
2025-12-15,8,14,3,"доска, компьютеры"
2025-12-15,6,4,3,"доска, компьютеры"
2025-12-15,7,13,1,"доска, проектор"
2025-12-15,5,9,2,"доска, компьютеры"
2025-12-15,12,8,4,доска
2025-12-15,10,27,3,"доска, проектор"
2025-12-15,11,15,4,доска
2025-12-15,9,28,3,"доска, компьютеры"
2025-12-16,4,30,3,доска
2025-12-16,3,17,2,"доска, компьютеры"
2025-12-16,1,35,1,доска
2025-12-16,2,31,1,доска
2025-12-16,6,26,2,доска
2025-12-16,5,14,4,доска
2025-12-16,8,6,1,доска
2025-12-16,7,24,4,"доска, компьютеры"
2025-12-16,9,33,3,"доска, проектор"
2025-12-16,10,8,3,доска
2025-12-16,11,3,4,"доска, проектор"
2025-12-16,12,22,2,"доска, проектор"
2025-12-17,4,18,2,доска
2025-12-17,2,10,2,доска
2025-12-17,1,17,2,доска
2025-12-17,3,30,3,доска
2025-12-17,6,4,3,доска
2025-12-17,5,24,4,"доска, компьютеры"
2025-12-17,8,25,3,доска
2025-12-17,7,13,3,"доска, компьютеры"
2025-12-17,11,23,4,доска
2025-12-17,9,1,3,доска
2025-12-17,10,2,1,"доска, компьютеры"
2025-12-17,12,27,3,"доска, компьютеры"
2025-12-18,1,21,2,доска
2025-12-18,2,12,2,доска
2025-12-18,4,17,2,"доска, компьютеры"
2025-12-18,5,13,3,доска
2025-12-18,6,29,4,"доска, компьютеры"
2025-12-18,7,20,2,"доска, компьютеры"
2025-12-18,11,28,3,"доска, компьютеры"
2025-12-18,12,3,3,доска
2025-12-18,9,8,2,доска
2025-12-19,2,30,2,доска
2025-12-19,3,36,3,доска
2025-12-19,4,31,2,доска
2025-12-19,7,4,3,"доска, компьютеры"
2025-12-19,8,13,4,"доска, компьютеры"
2025-12-19,5,7,3,"доска, компьютеры"
2025-12-19,9,28,3,доска
2025-12-19,12,23,3,доска
2025-12-19,11,15,2,"доска, компьютеры"
2025-12-20,1,11,2,"доска, компьютеры"
2025-12-20,4,36,4,"доска, компьютеры"
2025-12-20,2,16,1,"доска, проектор"
2025-12-20,3,10,3,доска
2025-12-20,6,5,2,доска
2025-12-20,5,7,4,доска
2025-12-20,7,4,2,доска
2025-12-20,8,13,4,доска
2025-12-20,9,15,4,доска
2025-12-20,10,22,2,доска
2025-12-20,11,27,3,доска
2025-12-20,12,32,2,доска
2025-12-22,2,11,3,"доска, проектор"
2025-12-22,3,16,3,"доска, проектор"
2025-12-22,1,18,4,"доска, компьютеры"
2025-12-22,4,31,3,"доска, компьютеры"
2025-12-22,8,9,2,"доска, компьютеры"
2025-12-22,6,5,3,"доска, компьютеры"
2025-12-22,5,25,1,доска
2025-12-22,7,7,3,"доска, компьютеры"
2025-12-22,11,22,4,доска
2025-12-22,9,2,4,"доска, компьютеры"
2025-12-22,10,32,4,"доска, компьютеры"
2025-12-22,12,1,2,"доска, проектор"
2025-12-23,2,19,1,доска
2025-12-23,4,11,2,доска
2025-12-23,3,31,2,доска
2025-12-23,7,29,1,"доска, проектор"
2025-12-23,6,14,3,"доска, проектор"
2025-12-23,8,26,4,"доска, проектор"
2025-12-23,11,34,2,доска
2025-12-23,9,8,3,доска
2025-12-23,10,22,2,"доска, проектор"
2025-12-24,1,36,4,"доска, компьютеры"
2025-12-24,3,17,3,"доска, компьютеры"
2025-12-24,2,18,3,доска
2025-12-24,4,21,4,"доска, компьютеры"
2025-12-24,5,7,3,"доска, компьютеры"
2025-12-24,6,14,3,"доска, компьютеры"
2025-12-24,7,25,4,"доска, компьютеры"
2025-12-24,8,4,3,доска
2025-12-24,12,28,2,"доска, проектор"
2025-12-24,11,34,1,"доска, компьютеры"
2025-12-24,10,32,3,доска
2025-12-24,9,8,2,"доска, компьютеры"
2025-12-25,4,16,2,"доска, компьютеры"
2025-12-25,1,10,3,доска
2025-12-25,2,11,2,доска
2025-12-25,3,21,3,"доска, проектор"
2025-12-25,6,9,2,"доска, проектор"
2025-12-25,5,13,3,"доска, компьютеры"
2025-12-25,8,14,1,доска
2025-12-25,7,4,2,доска
2025-12-25,11,34,4,"доска, проектор"
2025-12-25,9,1,2,"доска, компьютеры"
2025-12-25,12,23,2,"доска, компьютеры"
2025-12-25,10,28,4,доска
2025-12-26,4,36,3,"доска, компьютеры"
2025-12-26,1,17,3,"доска, компьютеры"
2025-12-26,5,9,4,"доска, компьютеры"
2025-12-26,8,13,3,"доска, проектор"
2025-12-26,11,22,2,доска
2025-12-26,9,34,4,"доска, проектор"
2025-12-27,2,17,4,доска
2025-12-27,4,21,4,доска
2025-12-27,3,12,4,доска
2025-12-27,8,29,3,"доска, компьютеры"
2025-12-27,6,6,3,"доска, компьютеры"
2025-12-27,7,5,3,"доска, компьютеры"
2025-12-27,11,28,2,доска
2025-12-27,10,2,3,"доска, компьютеры"
2025-12-27,9,15,2,доска
2025-12-29,3,12,2,доска
2025-12-29,2,16,2,"доска, компьютеры"
2025-12-29,1,35,2,доска
2025-12-29,8,14,3,"доска, компьютеры"
2025-12-29,6,20,3,"доска, компьютеры"
2025-12-29,7,5,3,"доска, компьютеры"
2025-12-29,9,8,4,"доска, проектор"
2025-12-29,10,34,1,"доска, проектор"
2025-12-29,11,23,2,доска
2025-12-30,4,19,1,доска
2025-12-30,1,18,3,доска
2025-12-30,5,7,3,"доска, компьютеры"
2025-12-30,8,13,3,"доска, проектор"
2025-12-30,10,27,2,доска
2025-12-30,12,28,2,доска
2025-12-31,3,18,3,доска
2025-12-31,2,12,3,доска
2025-12-31,4,35,1,доска
2025-12-31,1,36,4,"доска, компьютеры"
2025-12-31,6,25,3,доска
2025-12-31,7,29,2,"доска, проектор"
2025-12-31,8,7,2,"доска, компьютеры"
2025-12-31,5,4,2,"доска, проектор"
2025-12-31,9,8,4,доска
2025-12-31,11,1,1,"доска, компьютеры"
2025-12-31,10,2,2,доска
2025-12-31,12,3,3,"доска, проектор"
